;key;source;famer_brand_list;famer_model_list;famer_product_name;digital zoom;optical zoom;weight;sensor type;dimensions;optical sensor resolution in megapixel;other resolution;weight without battery;weight;weight_with_battery;weight_without_battery
19413;5f3ba61e3fd5b671b2200610;www.price-hunt.com;fujifilm;sl1000;fujifilmfinepixsl1000;2x;50x;659 g (with Battery and Memory Card)\, 619 g (Without Battery and Memory Card);CMOS;122.7 (w) x 88.6 (h) x 122.6 (d) mm;16.2 Megapixels;Movie Recording\: 1920 x 1080 (60 Fps)\, HS 640 x 480 (120 Fps)\, 640 x 480 (30 Fps)\, HS 240 x 180 (480 Fps)\, 16\:9 Aspect Ratio 3264 x 1840\, Small\: 4\:3 Aspect Ratio 2304 x 1728\, Medium\: 4\:3 Aspect Ratio 3264 x 2448\, Recorded Pixels\: Large 3\:2 Aspect Ratio 4608 x 3072\, 16\:9 Aspect Ratio 1920 x 1080\, 1\:1 Aspect Ratio 3456 x 3456\, 16\:9 Aspect Ratio 4608 x 2592\, HS 320 x 240 (240 Fps)\, 1280 x 720 (30 Fps);;659 g (with Battery and Memory Card)\, 619 g (Without Battery and Memory Card);659;619
19414;5f3ba61e3fd5b671b2200612;www.price-hunt.com;panasonic;v10;panasonichcv10;100x / 3500x (the Maximum Value of Zoom Magnification);63x;212 g;CMOS;55.0 (w) x 64.5 (h) x 109.5 (d) mm;0.56 Megapixels;;;212 g;212;
19415;5f3ba61e3fd5b671b2200613;www.price-hunt.com;sony;pj240e;sonyhdrpj240e;320x;27x;210 g;CMOS;;9.2 Megapixels;;;210 g;210;
19416;5f3ba61e3fd5b671b2200632;www.price-hunt.com;samsung;st66;samsungst66;1 - 5x;5x;101 g (Without Battery);CCD;) x 16.90 (d) mm\, 90.05 (w) x 52.60 (h;16.1 Megapixels;1920 x 1080 (2 m\, w)\, 4608 x 3072 (14 m\, p)\, 1024 x 768 (1 m)\, 2592 x 1944 (5 m)\, 4608 x 2592 (12 m\, w)\, 3648 x 2736 (10 m)\, 1984 x 1488 (3 m);;101 g (Without Battery);;101
19417;5f3ba61e3fd5b671b220063e;www.price-hunt.com;olympus;vg150;olympusvg150;16x;4x;105 g (with Battery and Card);CCD;92 (w) x 54 (h\, ) x 19.8 (d) mm;12 Megapixels;3264 x 2448 (8 m)\, 1600 x 1200 (2 m)\, 1280 x 960 (1 m)\, 1920 x 1080 (16\:9)\, 640 x 480 (Vga)\, 2048 x 1536 (3 m)\, 2560 x 1920 (5 m);;105 g (with Battery and Card);105;
19418;5f3ba61e3fd5b671b2200646;www.price-hunt.com;panasonic;v110;panasonichcv110;;38x;181 g (Without Battery and SD Card);Mos;53 (w) x 60 (h) x 114 (d) mm;8.9 Megapixels;Recording / Playback Mode\: ha (17 Mbps / Vbr)\, (1920 x 1080) hg (13 Mbps / Vbr)\, (1920 x 1080) he (5 Mbps / Vbr)\, (1920 x 1080) Iframe (28 Mbps / Vbr)\, (960 x 540) MP4 (1.5 Mbps / Vbr)\, (640 x 360)\, Image Size\: 16\:9 Aspect Ratio 3968 x 2232 (8.9 m)\, 1920 x 1080 (2.1 m);;181 g (Without Battery and SD Card);;181
19419;5f3ba61e3fd5b671b2200658;www.price-hunt.com;jvc;e205b;jvcgze205b;200x;40x;215 g with Battery;Bsi CMOS;;;;;215 g with Battery;215;
19420;5f3ba61e3fd5b671b220065c;www.price-hunt.com;panasonic;v230;panasonichcv230;150x / 3000x (the Maximum Value of Zoom Magnification);50x;211 g (Without Battery and SD Card);Bsi mos;53 (w) x 59 (h) x 116 (d) mm;2.20 Megapixels;;;211 g (Without Battery and SD Card);;211
19421;5f3ba61e3fd5b671b220066d;www.price-hunt.com;tvc;icam16;tvcicam16;8x;;181 g;CMOS;;16 Megapixels;;;181 g;181;
19422;5f3ba61e3fd5b671b2200672;www.price-hunt.com;fujifilm;sl280;fujifilmslsl280;6.7x;28x;470;CCD;;14 mp;;;470;470;
19423;5f3ba61e3fd5b671b2200685;www.price-hunt.com;nikon;s6800;nikoncoolpixs6800;4x;12x;145 g (with Battery and SD Memory Card);CMOS;96.8 (w) x 57.5 (h\, ) x 22.9 (d) mm;16 Megapixels;Iframe\: 1280 x 720 (16\:9) at 720/30 Fps\, )\, )\: 1920 x 1080 (16\:9)\, Iframe\: 1280 x 720 (16\:9) at 720/25 Fps\, 640 x 480 (4\:3) at 480/30 Fps\, 1080/25 fps (Default Setting)\: 1920 x 1080 (16\:9\, HS 480/4x\: 640 x 480 (4\:3)\, 1080/50i\: 1920 x 1080 (16\:9)\, HS 720/2x\: 1280 x 720 (16\:9)\, 640 x 480 (4\:3) at 480/25 Fps\, )\, 1080/60i\: 1920 x 1080 (16\:9)\, HS 1080/0.5x\: 1920 x 1080 (16\:9)\, 1280 x 720 (16\:9) at 720/25 Fps\, Movie (1080 / 30 fps (Default Setting)\, 1280 x 720 (16\:9) at 720/30 fps;;145 g (with Battery and SD Memory Card);145;
19424;5f3ba61e3fd5b671b2200687;www.price-hunt.com;panasonic;fh25;panasoniclumixdmcfh25;4x;8x;152 g (with Battery and SD Memory Card);CCD;) x 27.8 (d) mm\, 99.2 (w) x 56.5 (h;16.1 Megapixels;;;152 g (with Battery and SD Memory Card);152;
