key,row_key,key,source,famer_brand_list,famer_model_list,famer_model_no_list,famer_keys,famer_product_name,famer_weight,famer_optical_zoom,famer_digital_zoom,famer_height,famer_width,famer_megapixels,famer_sensor,famer_mpn_list,famer_ean_list,model_no_list
5f3ba61e3fd5b671b2200801,568,5f3ba61e3fd5b671b2200801,www.buzzillions.com,nikon,s600,600,nik600,nikoncoolpixs60025594sls600s600,,4.0,44.0,,,10.0,,"148894 slate\,25594sl",25594sl,/
5f3ba61e3fd5b671b2200819,569,5f3ba61e3fd5b671b2200819,www.buzzillions.com,nikon,slr,,nik,nikondigitalslr01820825478199000013633,,3.0,,,,16.0,CMOS,"""239932""\,""250526""\,""018208254781""\,""99000013633""","""018208254781""\,""99000013633""",/
5f3ba61e3fd5b671b220082e,570,5f3ba61e3fd5b671b220082e,www.buzzillions.com,sony,"slta35\,a35",35,son35,sonyslta35slta35a35,,,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b2200847,571,5f3ba61e3fd5b671b2200847,www.buzzillions.com,kodak,m5370,5370,kod5370,kodakm5370,,5.0,5.0,,,16.0,CCD,,,/
5f3ba61e3fd5b671b2200851,572,5f3ba61e3fd5b671b2200851,www.buzzillions.com,canon,sd4000,4000,can4000,canonpowershotsd4000,,,4.0,,,10.0,,,,/
5f3ba61e3fd5b671b2200862,573,5f3ba61e3fd5b671b2200862,www.buzzillions.com,sony,dsctx100,100,son100,sonycybershotdsctx100,,44.0,,,,16.0,,dsctx100v,,/
5f3ba61e3fd5b671b220089c,574,5f3ba61e3fd5b671b220089c,www.buzzillions.com,canon,40d,40,can40,canoneos40dcaneos40dbody,,4.0,,,,10.0,,"63398\,caneos40dbody",caneos40dbody,/
5f3ba61e3fd5b671b22008a9,575,5f3ba61e3fd5b671b22008a9,www.buzzillions.com,kodak,m575,575,kod575,kodakm575,,5.0,,,,14.0,,m575grn,,/
5f3ba61e3fd5b671b22008ab,576,5f3ba61e3fd5b671b22008ab,www.buzzillions.com,nikon,d7100,7100,nik7100,nikond7100,,5.0,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b22008ba,577,5f3ba61e3fd5b671b22008ba,www.buzzillions.com,nikon,d5200,5200,nik5200,nikond5200,,3.0,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b22008c4,578,5f3ba61e3fd5b671b22008c4,www.buzzillions.com,kodak,m530,530,kod530,kodakm530m530m530,,3.0,5.0,,,12.0,,"""m530green""\,""m530blue""",,/
5f3ba61e3fd5b671b22008cf,579,5f3ba61e3fd5b671b22008cf,www.buzzillions.com,panasonic,fh6,6,pan6,panasoniclumixfh6,,5.0,,,,14.0,CCD,,,/
5f3ba61e3fd5b671b22008e4,580,5f3ba61e3fd5b671b22008e4,www.buzzillions.com,fujifilm,s4800,4800,fuj4800,fujifilmfinepixs4800074101020830,,,,,,16.0,,"280879\,074101020830\,fps4800blk",074101020830,/
5f3ba61e3fd5b671b22008fb,581,5f3ba61e3fd5b671b22008fb,www.buzzillions.com,kodak,z5010,5010,kod5010,kodakz5010,,20.0,5.0,,,14.0,CCD,,,/
5f3ba61e3fd5b671b220090b,582,5f3ba61e3fd5b671b220090b,www.buzzillions.com,fujifilm,t550,550,fuj550,fujifilmfinepixt55016309056393br,,12.0,2.0,,,16.0,CCD,"304526 black\,16309056393br\,""fpt550blk""\,""fpt550red""\,""fpt550wht""",16309056393br,/
5f3ba61e3fd5b671b2200916,583,5f3ba61e3fd5b671b2200916,www.buzzillions.com,canon,t1i,1,can1,canoneosrebelt1i,,,,,,15.0,,,,/
5f3ba61e3fd5b671b2200921,584,5f3ba61e3fd5b671b2200921,www.buzzillions.com,fujifilm,hs25exr,25,fuj25,fujifilmfinepixhs25exr,,30.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b2200922,585,5f3ba61e3fd5b671b2200922,www.buzzillions.com,panasonic,dmcxs1k,1,pan1,panasonicdmcxs1kqz45091011,,5.0,,,,16.0,CCD,"318804 white\,qz45091011",qz45091011,/
5f3ba61e3fd5b671b220092b,586,5f3ba61e3fd5b671b220092b,www.buzzillions.com,nikon,l110,110,nik110,nikoncoolpixl110l110l110nknl110,,1515.0,44.0,,,,,"173747 black\,nknl110",nknl110,/
5f3ba61e3fd5b671b2200931,587,5f3ba61e3fd5b671b2200931,www.buzzillions.com,olympus,e620,620,oly620,olympus262161e620,,3.0,,,,12.3,,,,/
5f3ba61e3fd5b671b2200944,588,5f3ba61e3fd5b671b2200944,www.buzzillions.com,olympus,vr320,320,oly320,olympusvr320228125,,12.0,,,,14.0,,"211975 black\,228125\,""228130""\,""228140""\,""228135""",228125,/
5f3ba61e3fd5b671b2200945,589,5f3ba61e3fd5b671b2200945,www.buzzillions.com,samsung,st65,65,sam65,samsungst65st65st65,,5.0,,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200954,590,5f3ba61f3fd5b671b2200954,www.buzzillions.com,sony,dscw620,620,son620,sonycybershotdscw620027242843608,,5.0,,,,14.0,CCD,"244224\,027242843608",027242843608,/
5f3ba61f3fd5b671b220095b,591,5f3ba61f3fd5b671b220095b,www.buzzillions.com,casio,exfc100,100,cas100,casioexilimexfc100exfc100exfc100,,5.0,4.0,,,,,"160948 black\,exfc100",exfc100,/
5f3ba61f3fd5b671b220095e,592,5f3ba61f3fd5b671b220095e,www.buzzillions.com,kodak,m552,552,kod552,kodakeasysharem552m552m552,,5.0,,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200960,593,5f3ba61f3fd5b671b2200960,www.buzzillions.com,pentax,x90,90,pen90,pentaxx90x90x90,,2626.0,,,,,,"216127\,x90",x90,/
5f3ba61f3fd5b671b2200961,594,5f3ba61f3fd5b671b2200961,www.buzzillions.com,nikon,d90,90,nik90,nikond90nknd90,,,,,,12.1,,"148106\,nknd90",nknd90,/
5f3ba61f3fd5b671b220096e,595,5f3ba61f3fd5b671b220096e,www.buzzillions.com,vivitar,x327,327,viv327,vivitarvivicamx327vx327,,3.0,8.0,,,10.0,,"180126 black\,vx327",vx327,/
5f3ba61f3fd5b671b2200978,596,5f3ba61f3fd5b671b2200978,www.buzzillions.com,nikon,d90,90,nik90,nikond90nknd90,,,,,,12.0,,"148106\,nknd90",nknd90,/
5f3ba61f3fd5b671b220097c,597,5f3ba61f3fd5b671b220097c,www.buzzillions.com,fujifilm,xp100,100,fuj100,fujifilmfinepixxp100,,5.0,,,,14.0,CMOS,,,/
5f3ba61f3fd5b671b220098a,598,5f3ba61f3fd5b671b220098a,www.buzzillions.com,samsung,es80,80,sam80,samsunges80,,5.0,3.0,,,12.1,CCD,,,/
5f3ba61f3fd5b671b2200995,599,5f3ba61f3fd5b671b2200995,www.buzzillions.com,jazwares,ben10,10,jaz10,jazwaresben10ben10,,,,,,,,36005,,/
5f3ba61f3fd5b671b220099b,600,5f3ba61f3fd5b671b220099b,www.buzzillions.com,canon,sx50,50,can50,canonpowershotsx50013803157192,,,,,,12.0,CMOS,"257119\,013803157192",013803157192,/
5f3ba61f3fd5b671b22009ad,601,5f3ba61f3fd5b671b22009ad,www.buzzillions.com,sony,nexc3,3,son3,sonyalphanexc3,,3.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009bd,602,5f3ba61f3fd5b671b22009bd,www.buzzillions.com,olympus,sh50,50,oly50,olympussh50,,24.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009c8,603,5f3ba61f3fd5b671b22009c8,www.buzzillions.com,canon,sx10,10,can10,canonpowershotsx10canpssx10is,,2020.0,44.0,,,10.0,,"147895\,canpssx10is",canpssx10is,/
5f3ba61f3fd5b671b22009cc,604,5f3ba61f3fd5b671b22009cc,www.buzzillions.com,casio,exz16,16,cas16,casioexilimexz16exz16bk,,33.0,44.0,,,12.0,,"207227\,exz16bk",exz16bk,/
5f3ba61f3fd5b671b22009cf,605,5f3ba61f3fd5b671b22009cf,www.buzzillions.com,kodak,c190,190,kod190,kodakeasysharec190c190c190c190kdk,,5.0,5.0,,,12.0,,"163774 blue\,c190kdk\,c190blue",c190kdk,/
5f3ba61f3fd5b671b22009f2,606,5f3ba61f3fd5b671b22009f2,www.buzzillions.com,canon,sd940,940,can940,canonpowershotsd9403640b001sd940sd940,,44.0,44.0,,,,,"180129\,3640b001",3640b001,/
5f3ba61f3fd5b671b22009fc,607,5f3ba61f3fd5b671b22009fc,www.buzzillions.com,sony,wx50,50,son50,sonyscybershotdigitalcamerawx50,,5.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200a1c,608,5f3ba61f3fd5b671b2200a1c,www.buzzillions.com,sony,cybershot,,son,sonycybershotdigital027242862241,,26.0,,,,20.0,CCD,"280898\,027242862241",027242862241,/
5f3ba61f3fd5b671b2200a2c,609,5f3ba61f3fd5b671b2200a2c,www.buzzillions.com,fujifilm,s700,700,fuj700,fujifilmfinepixs700fps700,,10.0,4.8,,,7.1,,"60186\,fps700",fps700,/
5f3ba61f3fd5b671b2200a2f,610,5f3ba61f3fd5b671b2200a2f,www.buzzillions.com,canon,a650,650,can650,canonpowershota650canpsa650is,,6.0,44.0,,,12.1,,"63400\,canpsa650is",canpsa650is,/
5f3ba61f3fd5b671b2200a35,611,5f3ba61f3fd5b671b2200a35,www.buzzillions.com,fujifilm,jv100,100,fuj100,fujifilmjv10016008731jv100jv100,,3.0,6.0,,,12.0,,"180097 black\,16008731",16008731,/
5f3ba61f3fd5b671b2200a38,612,5f3ba61f3fd5b671b2200a38,www.buzzillions.com,fujifilm,j20,20,fuj20,fujifilmfinepixj2015931230,,3.0,,,,10.0,,"156310\,15931230",15931230,/
5f3ba61f3fd5b671b2200a46,613,5f3ba61f3fd5b671b2200a46,www.buzzillions.com,canon,sx40,40,can40,canonpowershotsx40013803134551canpssx40hs,,35.0,4.0,,,12.1,CMOS,"""235776""\,""244218""\,""canpssx40hsblack""\,""013803134551""","""canpssx40hsblack""\,""013803134551""",/
5f3ba61f3fd5b671b2200a4b,614,5f3ba61f3fd5b671b2200a4b,www.buzzillions.com,canon,powershot,,can,canonpowershotdigital01380321360701380321360714013803213614,,8.0,,,,16.0,CCD,"""280874 silver""\,""280874 red""\,""013803213614""\,""013803213607""\,""01380321360714""","""013803213614""\,""013803213607""\,""01380321360714""",/
5f3ba61f3fd5b671b2200a54,615,5f3ba61f3fd5b671b2200a54,www.buzzillions.com,olympus,fe47,47,oly47,olympusfe47fe47fe47,,55.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200a58,616,5f3ba61f3fd5b671b2200a58,www.buzzillions.com,panasonic,g5,5,pan5,panasoniclumixg5nz6126,,3.0,,,,16.0,CMOS,"318810\,nz6126",nz6126,/
5f3ba61f3fd5b671b2200a6a,617,5f3ba61f3fd5b671b2200a6a,www.buzzillions.com,panasonic,dmcg2a,2,pan2,panasoniclumixdmcg2admcg2admcg2a,,3.0,,,,12.1,,,,/
5f3ba61f3fd5b671b2200a6f,618,5f3ba61f3fd5b671b2200a6f,www.buzzillions.com,panasonic,dmclf1,1,pan1,panasoniccameraslumixdmclf1,,7.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b2200a78,619,5f3ba61f3fd5b671b2200a78,www.buzzillions.com,nikon,"coolpix\,cd1000",1000,nik1000,nikoncoolpixdigitaldigitalcd1000nknl100,,15.0,4.0,,,10.0,,"166980\,nknl100",nknl100,/
5f3ba61f3fd5b671b2200a8f,620,5f3ba61f3fd5b671b2200a8f,www.buzzillions.com,canon,elph330,330,can330,canonpowershotelph330elph330,,10.0,,,,12.1,CMOS,,,/
5f3ba61f3fd5b671b2200a9b,621,5f3ba61f3fd5b671b2200a9b,www.buzzillions.com,sony,a65,65,son65,sonya65,,,,,,24.0,CMOS,,,/
5f3ba61f3fd5b671b2200aa7,622,5f3ba61f3fd5b671b2200aa7,www.buzzillions.com,olympus,sz31mr,31,oly31,olympussz31mrv102060busu000,,24.0,,,,16.0,CMOS,"251787 black\,v102060busu000",v102060busu000,/
5f3ba61f3fd5b671b2200aa8,623,5f3ba61f3fd5b671b2200aa8,www.buzzillions.com,casio,"2 7\,27\,exs8",2,cas2,casio27exs8,,4.0,4.0,,,12.0,,,,/
5f3ba61f3fd5b671b2200aac,624,5f3ba61f3fd5b671b2200aac,www.buzzillions.com,casio,exz2000,2000,cas2000,casioexilimzoomexz2000exz2000exz2000,,55.0,44.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200abd,625,5f3ba61f3fd5b671b2200abd,www.buzzillions.com,l,boxes10,10,l10,lxwxhstaplescorrugatedshippingboxes1026262boxes10,,55.0,4.0,,,14.0,,"215642 silver\,26262",26262,/
5f3ba61f3fd5b671b2200ac3,626,5f3ba61f3fd5b671b2200ac3,www.buzzillions.com,nikon,s6100,6100,nik6100,nikoncoolpixs61002626126269nkns4100,,5775.0,4.0,,,14.0,,"""215641 plum""\,""215643 silver""\,""233214 red""\,""26261""\,""26269""\,""nkns4100""","""26261""\,""26269""\,""nkns4100""",/
5f3ba61f3fd5b671b2200ae3,627,5f3ba61f3fd5b671b2200ae3,www.buzzillions.com,fujifilm,z90,90,fuj90,fujifilmfilmfinepixz9016126143,,5.0,6.8,,,14.0,CCD,"215128 purple\,16126143\,fpz90purple",16126143,/
5f3ba61f3fd5b671b2200ae8,628,5f3ba61f3fd5b671b2200ae8,www.buzzillions.com,nikon,p90,90,nik90,nikoncoolpixp90nknp90,,2424.0,4.0,,,12.1,,"166977\,nknp90",nknp90,/
5f3ba61f3fd5b671b2200aed,629,5f3ba61f3fd5b671b2200aed,www.buzzillions.com,leica,vlux3,3,lei3,leicavlux3vlux3,,2424.0,4.0,,,12.1,CMOS,,,/
5f3ba61f3fd5b671b2200af4,630,5f3ba61f3fd5b671b2200af4,www.buzzillions.com,vivitar,vivicam7022,7022,viv7022,vivitarvivicam7022vivicam7022,,,4.0,,,,,,,/
5f3ba61f3fd5b671b2200afb,631,5f3ba61f3fd5b671b2200afb,www.buzzillions.com,panasonic,dmcgh2,2,pan2,panasoniclumixdmcgh2,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200b04,632,5f3ba61f3fd5b671b2200b04,www.buzzillions.com,nikon,l12,12,nik12,nikoncoolpixl12nknl12,,,,,,,,"58130\,nknl12",nknl12,/
5f3ba61f3fd5b671b2200b0c,633,5f3ba61f3fd5b671b2200b0c,www.buzzillions.com,pentax,k30,30,pen30,pentaxk30k30bwb,,,,,,16.0,,"256360 white\,k30bwb",k30bwb,/
5f3ba61f3fd5b671b2200b0f,634,5f3ba61f3fd5b671b2200b0f,www.buzzillions.com,nikon,s3300,3300,nik3300,nikoncoolpixs33000182082631582203123241232512331123312234612358124301243112620126211263012631126681266912677026851,,661818.0,4.0,,,16.0,"[""CCD""\,""CMOS""]","""182155""\,""211170""\,""211178""\,""211179""\,""211180""\,""211186""\,""211187""\,""211188""\,""211189""\,""211191""\,""211192""\,""211193""\,""211194""\,""238935""\,""238936""\,""238951""\,""250793""\,""211195""\,""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26211""\,""26301""\,""26311""\,""26681""\,""26691""\,""26770""\,""26851""\,""cps3300slvtru""\,""98201""\,""26611""\,""26601""\,""22021""","""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26211""\,""26301""\,""26311""\,""26681""\,""26691""\,""26770""\,""26851""",/
5f3ba61f3fd5b671b2200b16,635,5f3ba61f3fd5b671b2200b16,www.buzzillions.com,canon,sx170,170,can170,canonpowershotsx170,,16.0,,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200b19,636,5f3ba61f3fd5b671b2200b19,www.buzzillions.com,fujifilm,s3200,3200,fuj3200,fujifilmfinepixs3200,,24.0,,,,14.0,,fps3200blk,,/
5f3ba61f3fd5b671b2200b32,637,5f3ba61f3fd5b671b2200b32,www.buzzillions.com,kodak,m552,552,kod552,kodakeasysharem552m552m552,,5.0,5.0,,,14.0,CCD,,,/
5f3ba61e3fd5b671b22007fe,638,5f3ba61e3fd5b671b22007fe,www.buzzillions.com,nikon,s800c,800.0,nik800,nikoncoolpixs800c018208263561,,10.0,,,,16.0,CMOS,"260069\,018208263561",018208263561,/
5f3ba61e3fd5b671b2200814,639,5f3ba61e3fd5b671b2200814,www.buzzillions.com,sony,"a55\,dslrslta55",55.0,son55,sonya55a55dslrslta55,,,,,,16.0,,,,/
5f3ba61e3fd5b671b2200816,640,5f3ba61e3fd5b671b2200816,www.buzzillions.com,olympus,fe46,46.0,oly46,olympusfe46,,5.0,4.0,,,12.0,,,,/
5f3ba61e3fd5b671b2200824,641,5f3ba61e3fd5b671b2200824,www.buzzillions.com,kodak,m552,552.0,kod552,kodakeasysharem552m552m552,,5.0,5.0,,,14.0,CCD,,,/
5f3ba61e3fd5b671b2200831,642,5f3ba61e3fd5b671b2200831,www.buzzillions.com,casio,"2 7\,27\,exs8",2.0,cas2,casio27exs8,,4.0,4.0,,,12.0,,,,/
5f3ba61e3fd5b671b2200838,643,5f3ba61e3fd5b671b2200838,www.buzzillions.com,sony,nex7,7.0,son7,sonyalphanex7,,,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b220084e,644,5f3ba61e3fd5b671b220084e,www.buzzillions.com,samsung,hz15w,15.0,sam15,samsunghz15whz15whz15w,,1010.0,5.0,,,12.0,,,,/
5f3ba61e3fd5b671b2200857,645,5f3ba61e3fd5b671b2200857,www.buzzillions.com,olympus,ep1,1.0,oly1,olympusep1,,,,,,12.3,,,,/
5f3ba61e3fd5b671b220085c,646,5f3ba61e3fd5b671b220085c,www.buzzillions.com,samsung,s860,860.0,sam860,samsungs860s860s860,,33.0,3.0,,,8.1,,,,/
5f3ba61e3fd5b671b2200863,647,5f3ba61e3fd5b671b2200863,www.buzzillions.com,canon,a2200,2200.0,can2200,canonpowershota2200013803132519canpsa2200,,44.0,44.0,,,14.0,,"""208317 black""\,""215219 silver""\,""013803132519""\,""canpsa2200""\,psa2200redtru","""013803132519""\,""canpsa2200""",/
5f3ba61e3fd5b671b2200874,648,5f3ba61e3fd5b671b2200874,www.buzzillions.com,fujifilm,"s8100fd\,5in1",8100.0,fuj8100,fujifilmfinepixs8100fd1582277615823706fps1000fdfps8100fds8100fd5in1,,12121818.0,,,,10.0,,"""107227 black""\,""107229 black""\,""148787 black""\,""148790 black""\,""15822776""\,""15823706""\,""fps1000fd""\,""fps8100fd""","""15822776""\,""15823706""\,""fps1000fd""\,""fps8100fd""",/
5f3ba61e3fd5b671b2200876,649,5f3ba61e3fd5b671b2200876,www.buzzillions.com,olympus,emp1,1.0,oly1,olympusemp1,,3.0,,,,12.3,CMOS,,,/
5f3ba61e3fd5b671b220087d,650,5f3ba61e3fd5b671b220087d,www.buzzillions.com,casio,"2 7\,27\,exs8",2.0,cas2,casio27exs8,,4.0,4.0,,,12.0,,,,/
5f3ba61e3fd5b671b2200893,651,5f3ba61e3fd5b671b2200893,www.buzzillions.com,panasonic,dmcgf6,6.0,pan6,panasoniclumixdmcgf6,,,,,,16.0,,,,/
5f3ba61e3fd5b671b22008b4,652,5f3ba61e3fd5b671b22008b4,www.buzzillions.com,nikon,d7100,7100.0,nik7100,nikond7100,,,,,,24.0,,,,/
5f3ba61e3fd5b671b22008b7,653,5f3ba61e3fd5b671b22008b7,www.buzzillions.com,canon,sd1100,1100.0,can1100,canonpowershotsd1100can2509b008aa,,3.0,4.0,,,8.0,,"147886\,can2509b008aa",can2509b008aa,/
5f3ba61e3fd5b671b22008bb,654,5f3ba61e3fd5b671b22008bb,www.buzzillions.com,sony,hx1,1.0,son1,sonycybershotdigitalcamerahx1,,2020.0,,,,9.1,,,,/
5f3ba61e3fd5b671b22008bd,655,5f3ba61e3fd5b671b22008bd,www.buzzillions.com,sony,"slta35\,a35",35.0,son35,sonyslta35slta35a35,,,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b22008c0,656,5f3ba61e3fd5b671b22008c0,www.buzzillions.com,olympus,vr340,340.0,oly340,olympusvr340,,10.0,,,,16.0,CCD,,,/
5f3ba61e3fd5b671b22008c6,657,5f3ba61e3fd5b671b22008c6,www.buzzillions.com,l,boxes10,10.0,l10,lxwxhstaplescorrugatedshippingboxes1026262boxes10,,55.0,4.0,,,14.0,,"215642 silver\,26262",26262,/
5f3ba61e3fd5b671b22008d8,658,5f3ba61e3fd5b671b22008d8,www.buzzillions.com,panasonic,dmcs3,3.0,pan3,panasoniclumixdmcs3,,4.0,4.0,,,14.0,,,,/
5f3ba61e3fd5b671b22008df,659,5f3ba61e3fd5b671b22008df,www.buzzillions.com,canon,a3100,3100.0,can3100,canonpowershota3100canpsa3100is,,44.0,44.0,,,,,"174998 blue\,canpsa3100is",canpsa3100is,/
5f3ba61e3fd5b671b22008ed,660,5f3ba61e3fd5b671b22008ed,www.buzzillions.com,sony,"a33\,7fps",33.0,son33,sonyalphadslrslta33a337fps,,,,,,14.0,,,,/
5f3ba61e3fd5b671b22008f5,661,5f3ba61e3fd5b671b22008f5,www.buzzillions.com,olympus,fe280,280.0,oly280,olympusfe280olyfe280,,,,,,,,"63103 black\,olyfe280",olyfe280,/
5f3ba61e3fd5b671b2200906,662,5f3ba61e3fd5b671b2200906,www.buzzillions.com,canon,sd1400,1400.0,can1400,canonpowershotsd1400canpssd1400is,,44.0,44.0,,,14.0,CCD,"175002 black\,canpssd1400is",canpssd1400is,/
5f3ba61e3fd5b671b2200924,663,5f3ba61e3fd5b671b2200924,www.buzzillions.com,olympus,xz1,1.0,oly1,olympusxz1olyxz1,,44.0,4.0,,,10.0,,"214726 black\,olyxz1",olyxz1,/
5f3ba61e3fd5b671b2200925,664,5f3ba61e3fd5b671b2200925,www.buzzillions.com,sony,dscw510,510.0,son510,sonycybershotdscw510,,4.0,,,,12.1,,,,/
5f3ba61e3fd5b671b2200936,665,5f3ba61e3fd5b671b2200936,www.buzzillions.com,olympus,ep3,3.0,oly3,olympusep3,,3.0,,,,12.0,CMOS,,,/
5f3ba61e3fd5b671b2200938,666,5f3ba61e3fd5b671b2200938,www.buzzillions.com,casio,exz35,35.0,cas35,casioexilimexz35exz35bk,,3.0,4.0,,,12.1,,"196151\,exz35bk",exz35bk,/
5f3ba61e3fd5b671b2200941,667,5f3ba61e3fd5b671b2200941,www.buzzillions.com,pentax,k01,1.0,pen01,pentaxk01,,,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b220094d,668,5f3ba61e3fd5b671b220094d,www.buzzillions.com,nikon,d7100,7100.0,nik7100,nikond7100,,,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b2200950,669,5f3ba61e3fd5b671b2200950,www.buzzillions.com,panasonic,dmczs19,19.0,pan19,panasoniclumixdmczs19885170074354,,,,,,14.0,,"250796\,885170074354",885170074354,/
5f3ba61f3fd5b671b220095c,670,5f3ba61f3fd5b671b220095c,www.buzzillions.com,dxg,dxg566vhd,566.0,dxg566,dxghighdefinitiondigitaldxg566vhddxg566vhd,,,2.0,,,,,"191996\,dxg566vhd",dxg566vhd,/
5f3ba61f3fd5b671b220096a,671,5f3ba61f3fd5b671b220096a,www.buzzillions.com,panasonic,dmczs3,3.0,pan3,panasoniclumixdmczs3pandmczs7,,1212.0,44.0,,,,,"177076 black\,pandmczs7",pandmczs7,/
5f3ba61f3fd5b671b220099a,672,5f3ba61f3fd5b671b220099a,www.buzzillions.com,pentax,h90,90.0,pen90,pentaxoptioh90,,5.0,6.3,,,12.1,,,,/
5f3ba61f3fd5b671b22009a3,673,5f3ba61f3fd5b671b22009a3,www.buzzillions.com,panasonic,"dmcfp1a\,dmcfp1",1.0,pan1,panasonicdmcfp1admcfp1admcfp1,,4.0,4.0,,,12.0,,,,/
5f3ba61f3fd5b671b22009a4,674,5f3ba61f3fd5b671b22009a4,www.buzzillions.com,vivitar,t324n,324.0,viv324,vivitarvivicamt324n681066355053t324nt324n,,3.0,8.0,,,,,"214700 strawberry\,681066355053",681066355053,/
5f3ba61f3fd5b671b22009b6,675,5f3ba61f3fd5b671b22009b6,www.buzzillions.com,canon,a800,800.0,can800,canonpowershota800canpsa800,,,4.0,,,10.0,,"208321 black\,canpsa800",canpsa800,/
5f3ba61f3fd5b671b22009ba,676,5f3ba61f3fd5b671b22009ba,www.buzzillions.com,olympus,fe340,340.0,oly340,olympusfe340226425bbps226530bbprsolyfe340olystylus1030sw,,,54545.0,2.4,3.7,,,"""148898 black""\,""148899 black""\,""73408 black""\,""73412 black""\,""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""\,226540","""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""",/
5f3ba61f3fd5b671b22009be,677,5f3ba61f3fd5b671b22009be,www.buzzillions.com,fujifilm,av200,200.0,fuj200,fujifilmfinepixav200,,3.0,6.7,,,14.0,CCD,fpav200slv,,/
5f3ba61f3fd5b671b22009c0,678,5f3ba61f3fd5b671b22009c0,www.buzzillions.com,canon,70d,70.0,can70,canoneos70d,,,,,,20.0,CMOS,,,/
5f3ba61f3fd5b671b22009d5,679,5f3ba61f3fd5b671b22009d5,www.buzzillions.com,canon,s90,90.0,can90,canonpowershots90,,,44.0,,,10.0,,,,/
5f3ba61f3fd5b671b22009db,680,5f3ba61f3fd5b671b22009db,www.buzzillions.com,panasonic,dmcgf5,5.0,pan5,panasoniclumixdmcgf5,,3.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b22009e6,681,5f3ba61f3fd5b671b22009e6,www.buzzillions.com,panasonic,"dmcfx37k\,dmcfx37",37.0,pan37,panasonicdmcfx37kdmcfx37kdmcfx37,,5.0,4.0,,,,,,,/
5f3ba61f3fd5b671b22009ec,682,5f3ba61f3fd5b671b22009ec,www.buzzillions.com,nikon,s1,1.0,nik1,nikon1s1,,2.5,,,,10.0,CMOS,,,/
5f3ba61f3fd5b671b22009ef,683,5f3ba61f3fd5b671b22009ef,www.buzzillions.com,samsung,st90,90.0,sam90,samsungst90,,17.0,5.0,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200a06,684,5f3ba61f3fd5b671b2200a06,www.buzzillions.com,vivitar,,,viv,vivitardigitalcamera,,3.0,84.0,,,10.0,,"""vx029-12-grape-tru""\,""vx029-12-graph-tru""\,""vx029-12-straw-tru""",,/
5f3ba61f3fd5b671b2200a0f,685,5f3ba61f3fd5b671b2200a0f,www.buzzillions.com,kodak,c1530,1530.0,kod1530,kodakc1530c1530br,,3.0,5.0,,,14.0,CCD,"272322 blue\,c1530br",c1530br,/
5f3ba61f3fd5b671b2200a1a,686,5f3ba61f3fd5b671b2200a1a,www.buzzillions.com,olympus,epl3,3.0,oly3,olympusepl3,,3.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b2200a37,687,5f3ba61f3fd5b671b2200a37,www.buzzillions.com,panasonic,dmcfz100,100.0,pan100,panasoniclumixdmcfz100dmcfz100dmcfz100,,2424.0,44.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200a3e,688,5f3ba61f3fd5b671b2200a3e,www.buzzillions.com,nikon,s3500,3500.0,nik3500,nikoncoolpixs3500018208263615s3500s3500,,7.0,,,,20.0,CCD,"280883\,018208263615\,cps3500slvtru",018208263615,/
5f3ba61f3fd5b671b2200a44,689,5f3ba61f3fd5b671b2200a44,www.buzzillions.com,fujifilm,xpro1,1.0,fuj1,fujifilmxpro1,,,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200a5f,690,5f3ba61f3fd5b671b2200a5f,www.buzzillions.com,leica,x1,1.0,lei1,leicax1,,,,,,12.1,,,,/
