key,source,props_number,props_artist,props_year,props_album,props_length,props_language,props_title,props_recId
58c007cf9184900a77a26afb,3,53,D. Difonzo & Scott P. Schreer,,,0.25,English,"Mean Thteme (15 second version) - Sports Extreme, Volume 1",1400
58c007cf9184900a77a26afc,1,009,Ten,2001,Far Beyond the World,00:00,,Far Beyond the World,2511
58c007cf9184900a77a26afd,2,9,,10,Clubland 17,199,English,Headhunters - Dayz Like That,1401
58c007cf9184900a77a26afe,4,20,Front 242,null,On the One and Two (2001),4m 9sec,Eng.,020-Controversy Between,1402
58c007cf9184900a77a26aff,3,19,七瀬光,'01,,1.3,Japanese,akke ni torareta yo - Galaxy Angel OST,5109
58c007cf9184900a77a26b00,4,10,Beograd Renaissance Ensemble,null,Roots of the Balkan (unknown),2m 26sec,Cro.,"010-Oj, mori vrbo, zelena",1749
58c007cf9184900a77a26b01,4,1,Angus MacLise,null,The Invasion of Thunderbolt Pagoda (1999),39m 6sec,Eng.,001-Invasion of Thunderbolt Pagoda (St. Marks Epiphany),1403
58c007cf9184900a77a26b02,2,19,,,The Canterville Ghost,null,English,Howard Blake - [untitled],1404
58c007cf9184900a77a26b03,2,2,,01,"Mixmania, Volume 13",144,English,D-Devils - Black Magic,1405
58c007cf9184900a77a26b04,3,17,George Crumb,'11,,0.617,English,Black Angels for Electric Quartet: III. Return: Ancient Voices - American Music,3470
58c007cf9184900a77a26b05,4,A,Hot Chocolate,null,Rumours (1973),unknown,Eng.,00A-Rumours,2287
58c007cf9184900a77a26b06,3,2,Junkfisher,,,4.25,English,Spectral Diension - Debug,7269
58c007cf9184900a77a26b07,3,3,Skyzoo & !llmind,'10,,3.85,English,The Burn Notice (feat. Sean Price & Rock) - Live From the Tape Deck,1406
58c007cf9184900a77a26b08,3,40,Rick Cassman & Vyv Hope-Scott,,,0.117,English,Rabbit Out of Hat - Short Cuts & Idents,4283
58c007cf9184900a77a26b09,4,4,Stanley Clarke,null,The Collection 1(990),3m 48sec,Eng.,004-Stories to Tell,6621
58c007cf9184900a77a26b0a,1,007,Hal Leonard,2006,Acoustic Guitar Riffs - Third Edition,00:29,,Dust in the Wind - KANSAS (Acoustic Guitar Riffs - Third Edition),1407
58c007cf9184900a77a26b0b,1,006,C-Bo,,Gas Chamber,03:38,,Liquor Sto (Gas Chamber),7008
58c007cf9184900a77a26b0c,3,4,Jay Scott Berry,'93,,4.099,English,Terra Maya - Sun Dance,1408
58c007cf9184900a77a26b0d,5,14,Cidnerella,1998,Classic Rock: 1987-1989,237666,English,Gypsy Road,1409
58c007cf9184900a77a26b0e,1, 013,Eddie Vedder,,Hallucinogenic Recipe (disc 3: Eddie Vedder Solo),02:45,,"I'm Alive, How's That (2nd Version) (Hallucinogenic Recipe (disc 3: Eddie Vedder Solo))",6541
58c007cf9184900a77a26b0f,5,2,Brand X,1992,Xcommunication,423160,English,Kluzinski Period,1410
58c007cf9184900a77a26b10,3,6,Catharsis,'05,,4.325,Russian,Зов зверя - Крылья,2560
58c007cf9184900a77a26b11,1,004,Monk's Music Trio,,Monk's Bones,05:55,,Ugly Beauty (Monk's Bones),1411
58c007cf9184900a77a26b12,1,002,Cavo,2012,Thick as Thieves,03:21,,Give It Away (Thick as Thieves),9057
58c007cf9184900a77a26b13,2,8,,,2005-08-30: KEXP Live,null,English,Death Cab for Cutie - Interview 4,1412
58c007cf9184900a77a26b14,1,001,ThistleTown,2008,Rosemarie,04:31,,Rosemarie,1626
58c007cf9184900a77a26b15,3,2,Marilyn Scott,'92,,4.283,English,That Man on My Mind - Smile,1413
58c007cf9184900a77a26b16,5,10,Kurt Cobain,,Kurt's Home Guitar Rehearsals,217000,English,Radio Friendly Unit Shifter,1414
58c007cf9184900a77a26b17,1,null,岩田治,1996,TREASURE HUNTER G ORIGINAL SOUND TRACK,02:35,,男は褌 (TREASURE HUNTER G ORIGINAL SOUND TRACK),1415
58c007cf9184900a77a26b18,2,13,,,"1974-10-19: San Francisco, CA, USA",null,English,Grateful Dead - China Doll,1416
58c007cf9184900a77a26b19,2,2,,,Music of m57.ru - Vol.01,199,Russian,Endorfin - Альтернатива,1417
58c007cf9184900a77a26b1a,5,6,U-Roy,1993,Musica lVision,,English,Jump for Joy,1418
58c007cf9184900a77a26b1b,5,4,Pink Floyd,,1967–1994: Bear in Tree,164000,English,Run Like Hell (demo),1419
58c007cf9184900a77a26b1c,5,4,Zwotackter,2007,Level_einws.3,383000,German,Miss Vegas,9892
58c007cf9184900a77a26b1d,4,9,Sixpence None the Richer,null,The Best of Sixpence None the Richer (2004),4m 3sec,Eng.,009-Don't Dream It's Over,152
58c007cf9184900a77a26b1e,4,11,Andy White,null,Songwriter (2009),3m 24sec,Eng.,011-Kathleen,4396
58c007cf9184900a77a26b1f,4,19,Boozter Pallus,null,Aggroran 2 (1996),2m 57sec,Swe.,019-Tights Blues,1420
58c007cf9184900a77a26b20,4,6,Mildred Bailey,null,Lady Sings the Blues (2005),3m 7sec,Eng.,006-Lover Come Back to Me,1421
58c007cf9184900a77a26b21,5,12,Facebreaker,2010,Infected,293680,English,Infected,1422
58c007cf9184900a77a26b22,2,12,,,In the Bondage of Vice,95,English,Dead - Drop the Soap,1423
58c007cf9184900a77a26b23,3,2,Maurice Sklar,,, 7.069,,Medley: Theme from Schindler's list / Via dolorosa - Songs of Zion,343
58c007cf9184900a77a26b24,3,9,Пётр Ильич Чайковский,'89,,2.836,English,Swan Lake Act 2 No. 10 - Everything You Hear Is True,1424
58c007cf9184900a77a26b25,4,10,Heartbreak,null,Ung och gjord av glas (1980),unknown,Swe.,010-Mode modern,7961
58c007cf9184900a77a26b26,3,14,Damon Albarn,'12,,2.617,English,Watching the Fire That Waltzed Away - Dr Dee,7539
58c007cf9184900a77a26b27,2,14,,,Swan Songs,191,English,Hollywood Undead - Paradise Lost,1425
58c007cf9184900a77a26b28,3,3,Tia Carrere,'92,,3.517,English,"Why You Wanna Break My Heart - Ballroom Blitz (From the Motion Picture """"Wayne's World"""")",1529
58c007cf9184900a77a26b29,5,8,Stormwitch,2007,Live in Budapest,349440,English,Russia's on Fire,616
58c007cf9184900a77a26b2a,4,16,aDrmo,null,7 de julio (2013),unknown,Spa.,016-Anestesia,1426
58c007cf9184900a77a26b2b,3,11,Lucybell,'96,,4.011,Spanish,Si no sé abrir mis manos - Viajar,1427
58c007cf9184900a77a26b2c,3,12,Bernward Koch,'11,,3.233,English,Ice Flowers - Silent Star,2809
58c007cf9184900a77a26b2d,1,00B,Coldplay,2000,Trouble,04:49,,Brothers and Sisters (Trouble),3592
58c007cf9184900a77a26b2e,1,018,Charlie Parker & Dizzy Gillespie,2005,Together,02:32,,Leap Frog (Together),1428
58c007cf9184900a77a26b2f,1,005,Michael Wollny Trio,2014,Weltentraum,01:08,,Fraggment an sich I (Weltentraum),4862
58c007cf9184900a77a26b30,5,12,Lights of Euphoria,2004,Gegen den Sttrom,275626,English,White Wall (State of the Union remix),1429
58c007cf9184900a77a26b31,2,9,,94,Zion Chant,228,English,Freddie McGregor - Jah a We Father,2527
58c007cf9184900a77a26b32,3,5,Pretueleute,'05,,2.888,Dutch,Nieuwe Vibrator - Ostensche Pretensche,1430
58c007cf9184900a77a26b33,1,007,Zelda Pinwheel,2004,Wit an Unending String or Patchwork,15:57,,Nothing Yet Circles Red Robots? (With an Unending String or Patchwork),3582
58c007cf9184900a77a26b34,2,17,n.a.,05,O Tempo Do Samba,216,Portuguese,Grupo BatuqKue - Mãe Iemanjá,6222
58c007cf9184900a77a26b35,3,4,Versus,,,3.767,French,À tous les hommes - Hologramme,1431
58c007cf9184900a77a26b36,1,016,Jason Goldman,1993,Musenet 1992,04:52,,Rise Up (Musenet 1992),9097
58c007cf9184900a77a26b37,3,15,White Pagoda,'10,,2.621,English,Recycled Adventures - Chair Evolution (Not Design),481
58c007cf9184900a77a26b38,5,12,Helmut Qualtinger,,Die Qualtinger-Songs,157600,German,Old Blackie Blues,1432
58c007cf9184900a77a26b39,5,10,Starsky Partridge,2003,Unreal Tournament 2003 Soundtrack,261000,English,Level 09,7118
58c007cf9184900a77a26b3a,2,1,,10,Papercut Theatre,999,English,Burning Star Core - Part I,1433
58c007cf9184900a77a26b3b,1,012,Akon,2008,Freedom,04:26,,Over the Edge (Freedom),1434
58c007cf9184900a77a26b3c,1,004,Gonzaguinha,,Caminhos do Coração,02:28,,Simples como Água (Caminhos do Coração),1435
58c007cf9184900a77a26b3d,5,4,Ricki-Lee Coultre,2005,Ricki-Le e,193493,English,Hell No!,1436
58c007cf9184900a77a26b3e,2,5,,95,CurbServin',35,English,"WC and the Maad Circle - A Crazy Break, Part 2",1437
58c007cf9184900a77a26b3f,5,3,Taylor Dayne,1993,Chartbusters August 1993,267000,,Can't Get Enough…,9292
58c007cf9184900a77a26b40,1,null,Filter,2012,Christmas in Paris (Chilled Tunes for Relaxed X-Mas Days),04:20,,Seduce Me (Christmas in Paris (Chilled Tunes for Relaxed X-Mas Days)),5409
58c007cf9184900a77a26b41,2,14,,04,JägerMusic: Rarities 2004,174,English,Sworn Enemy - Labeled,1438
58c007cf9184900a77a26b42,5,2,Telex,1998,I Don't Like Remixes (Original Classics 78-86),189373,,Peanuts,8707
58c007cf9184900a77a26b43,5,12,Jorge Aragão,2001,Todass,326000,Portugues,Ser maravilhoso,1439
58c007cf9184900a77a26b44,3,5,Czech Philharmonic Chamber Orchestra,,,4.776,English,A Song Without a Song - Please Save My Earth Image Soundtrack (US Version),1055
58c007cf9184900a77a26b45,1,013,Erich Fried,,Liebesgedichte,00:47,,Wie du sollest geküsset sein (Liebesgedichte),8465
58c007cf9184900a77a26b46,1,008,Rocket Scientists,2007,Looking Backward,03:59,,Compass Variation (Looking Backward),1440
58c007cf9184900a77a26b47,4,4,Chosen,null,Space Jams (2011),3m 7sec,Eng.,004-Life Cycles,8439
58c007cf9184900a77a26b48,2,4,,10,Baïlador,309,French,Michel Portal - Oimbres,1441
58c007cf9184900a77a26b49,3,4,"Έλλη Πασπαλά, David Lynch & Σταύρος Λάντσιας",'01,,null,Greek,Για τη συνήθεια του έρωτα - Trio,1665
58c007cf9184900a77a26b4a,2,8,,96,Schumann / Chopin / Debussy / Mompou,188,English,"Frédéric Chopin - Valse in E-flat major, op. posth.",1442
58c007cf9184900a77a26b4b,2,14,,92,unk.,96,[Multiple languages],"Wolfgang Amadeus Mozart - Die Entführung aus dem Serail, K. 384: Ouvertüre",1443
58c007cf9184900a77a26b4c,3,1,Napalm Death,'05,,3.84,English,Silence Is Deafening - The Code Is Red... Long Live the Code,9100
58c007cf9184900a77a26b4d,3,2,New Animal,'11,Up!,4.3,English,Up!,1444
58c007cf9184900a77a26b4e,5, 4,Hybryds,2009,Ritual Anthology,761000,English,Call for the Touareg,632
58c007cf9184900a77a26b4f,3,15,Dion & The Belmonts,'89,,2.362,English,I Wonder Why - The Rock 'n' Roll Era: 1958 Still Rockin',9836
58c007cf9184900a77a26b50,5,A1,Sunday Brunch,2000,Things You Said,,English,Things You Said,2766
58c007cf9184900a77a26b51,5,1,The Offspring,2008,"VISIONS: All Areas, Volume 93",254506,English,Hammerhead,1445
58c007cf9184900a77a26b52,1,009,Max Renn,2005,Fabric 21: DJ Heather (Radio Mix),00:00,,Acid Jack (Fabric 21: DJ Heather (Radio Mix)),1549
58c007cf9184900a77a26b53,3,11,Александр Малинин Малинин,'00,,3.667,Russian,Нет пути назад - Звёздный бал,6237
58c007cf9184900a77a26b54,5,10,LTone Catalysts,2005,"Juice, Volume 58",208000,[Multiple languages],One We Miss,1230
58c007cf9184900a77a26b55,4,22,Steve Glotzer,null,"Promos, Vol. VIII (unknown)",1m 10sec,Eng.,022-Up With the Sun,2934
58c007cf9184900a77a26b56,2,1,,05,Nightclubbing Labelcompilation of Zone 30 Records,null,English,Echorausch - Sense,8764
58c007cf9184900a77a26b57,4,12,BlowUp,null,InWatermelonSugar(1990),unknown,Eng.,012-Lovescene,1446
58c007cf9184900a77a26b58,5,G,C-8o,,Gas Chambe-,21 8760,Engllsh,Li9uor Sto,7008
58c007cf9184900a77a26b59,2,9,,99,Obludný Neználek,210,Czech,Znouzectnost - Pohádka,1447
58c007cf9184900a77a26b5a,2,2,,13,Имя,322,Russian,Пророчество Вльвы - Последний станет первым,1448
58c007cf9184900a77a26b5b,3,5,Hawk Nelson,'07,,3.217,English,The Show - WOW Hits 2008,7385
58c007cf9184900a77a26b5c,3,7,Bruce Springsteen & The E Street Band,,,6.41,English,Ram Rod - 85-75 the Outtakes (disc 2),1449
58c007cf9184900a77a26b5d,2,22,,,Gamla fina låtar 3,212,Swedish,Sven-Ingvars - Det var dans bort i vägen,8177
58c007cf9184900a77a26b5e,2,1,,98,Kaikki anteeks,184,Finnish,Kolibri - Kaikki anteeks,1450
58c007cf9184900a77a26b5f,5,9,Cream,,Lost Farewell Masters,941000,English,Spoonful,1451
58c007cf9184900a77a26b60,3,49,Radomír Šrámek & Vladimír Šimůnek,,,0.333,English,Save Me (full miix) - Commercial Cuts vol 14,395
58c007cf9184900a77a26b61,5,1,Black Dice,2002,Beaches & Canyons,386619,English,Seabird,2129
58c007cf9184900a77a26b62,2,2,,08,Pestilent Grave Desecrators,83,English,Vowk - Thrashammered,4554
58c007cf9184900a77a26b63,3,1,Tequila,,,3.833,Spanish,Mira a esa chica - Grandes Éxitos,1582
58c007cf9184900a77a26b64,4,005-Just Stay,Little Scout,null,Different in the Distance (2009),4m 14sec,Engg.,005-Just Stay,1452
58c007cf9184900a77a26b65,4,12,Anthony Red Rose,null,My Name Is Red Rose (unknown),3m 56sec,Eng.,012-Cdoconut Water,2929
58c007cf9184900a77a26b66,3,1,Neutral,'08,,4.266,English,Tales of Men and Trees - Serpents in the Dawn,1453
58c007cf9184900a77a26b67,1,003,発熱巫女～ず,2011,Re:Clockwiser & A Narcissus,00:00,,VAGRANT (MZC Falling Into Massive Galaxy Remix) (Re:Clockwiser & A Narcissus),1454
58c007cf9184900a77a26b68,5,1,Alfee,1989,"doubt,",307000,Japanese,See You Again,303
58c007cf9184900a77a26b69,5,3,Schubert,1999,Toilet Songs,202200,English,I Hae Ken,1455
58c007cf9184900a77a26b6a,5,22,Giuseppe Verdi,2001,Verdi - Domingo: The Tenor Arias,257000,Italian,Messa Da Requiem: Ingemisco tamquam reus,1456
58c007cf9184900a77a26b6b,2,1,,87,Mahavok,263,Estonian,Mahavok - Mäged hääl,1457
58c007cf9184900a77a26b6c,1,011,Éric Serra,2003,GoldenEye,04:46,,Fatal Weakness (GoldenEye),2291
58c007cf9184900a77a26b6d,4,12,Otep,null,The Ascension (2007),4m 26sec,Eng.,012-Communion,1458
58c007cf9184900a77a26b6e,2,16,,12,T Dredz+,121,null,T Dredz - Quest,1459
58c007cf9184900a77a26b6f,2, 5,,,Too High for Low,219,English,Court Jester’s Crew - Bomber,9990
58c007cf9184900a77a26b70,1,001,,1986,Don't Ask,03:20,,Don't Ask,1460
58c007cf9184900a77a26b71,4,15,Pierre Henry,null,Deux coups de sonnette (2006),3m 30sec,Fre.,015-Une maison de sons,9139
58c007cf9184900a77a26b72,3,39,Phil Nicholas,,,0.5,English,Lazer Zone - Metal in Motion,1461
58c007cf9184900a77a26b73,4,2,Muse,null,Bliss (disc 2) (2001),5m 30sec,Eng.,002-Hyper Chondriac Music,1462
58c007cf9184900a77a26b74,2,10,,03,Solo,304,Slovenian,Jan Plestenjak - Mala vas,1463
58c007cf9184900a77a26b75,4,2,Rajaajaja,null,Rajaajaja (2006),3m 56sec,Est.,002-Ootuuled,7241
58c007cf9184900a77a26b76,2,3,,,Kreisler: 1928 Victor Recordings: Favourite Short Pieces,129,English,Ernő Dohnányi - Ruralia Hungarica - Molto Vivace,741
58c007cf9184900a77a26b77,5,6,Jfef van Dyck,2011,Shogun II: Total War,70000,English,Beloved Sons,1464
58c007cf9184900a77a26b78,5,14,The Bluerunners,2005,"107.1 KGSR Broadcasts, Volume 13",426066,English,The Gravedigger,1465
58c007cf9184900a77a26b79,2,23,,09,Now That's What I Call Motown,208,English,Commodores - Brick House,5399
58c007cf9184900a77a26b7a,2,13,,,Goodbye Waterface,316,English,Neil Young - Cinnamon Girl,5865
58c007cf9184900a77a26b7b,3,11,Al Martino,'04,,2.967,,You're,521
58c007cf9184900a77a26b7c,3,120,YannickC Kalfayan & Frank Sarkissian,,Slapstick,0.1,English,Slapstick,1466
58c007cf9184900a77a26b7d,2,2,,,Crocodile Love,239,English,Juluka - Crocodile Love,7123
58c007cf9184900a77a26b7e,5,8,Electric Karma,,Lotus Moon Factor 9,264000,English,Dune,1467
58c007cf9184900a77a26b7f,3,1,Noon,'02,,3.955,[Multiple languages],After - Bleak Output,3960
58c007cf9184900a77a26b80,1,009,Carcharodon,2013,Roachstomper,03:29,,Alaska Pipeline (Roachstomper),1468
58c007cf9184900a77a26b81,2,1,,13,The Bureakup Song,210,English,Sydni Alexander - The Breakup Song (acoustic mix),1469
58c007cf9184900a77a26b82,2,4,,03,Pray,225,English,Lasgo - Something,9323
58c007cf9184900a77a26b83,3,A,Dillinja,'04,,,English,In The Grind - In The Grind / Acid Trak (Lemon D Remix),1470
58c007cf9184900a77a26b84,4,8,Guthrie Thomas,null,Medicine Man (2011),4m 36sec,Eng.,008-We Got Somethin',6164
58c007cf9184900a77a26b85,5,4,Jonathan Stockstill,2006,"Worship Leader's Song Discovery, Volume 59",274480,English,Let the Church Rise,6496
58c007cf9184900a77a26b86,1,007,Three Peace Sweet,,Geenerations,00:00,,Fly Away (Generations),9945
58c007cf9184900a77a26b87,1,012,Supercharger,1991,Supercharger,01:48,,"Hey, I'm Gone (Supercharger)",1471
58c007cf9184900a77a26b88,1,005,Boy George,1991,The Martyr Mantras,06:25,,I Specialize in Loneliness (The Martyr Mantras),1472
58c007cf9184900a77a26b89,5,1,Mo' Horizons,2006,The Latin Lounge Session,284000,English,Quase Naad,5510
58c007cf9184900a77a26b8a,2,6,,06,Goodbye Alice in Wonderland,184,Japanese,Jewel - Only One Too,1473
58c007cf9184900a77a26b8b,1,009,"Toquinho, Vinicius de Moraes & Monsueto",,Trilha Sonora Insensato Coração Nacional,03:59,,A Tonga Da Mironga Do Kabuletê (Trilha Sonora Insensato Coração Nacional),5368
58c007cf9184900a77a26b8c,4,9,Real Cool Traders,null,Tiny Murders (unknown),4m 7sec,unknown,009-Stcumbles & Treeforts,6526
58c007cf9184900a77a26b8d,5,1,Thomas Godoj,2008,Love Is You (Basic Version),222000,English,Love Is You (Radio Version),1474
58c007cf9184900a77a26b8e,4,1,Scarlet,null,Something to Lust About (unknown),2m 41sec,Eng.,001-Revolver,3637
58c007cf9184900a77a26b8f,2,3,,,WarloGck,null,English,Holy Dragons -i Tower,1475
58c007cf9184900a77a26b90,3,2,Gene Harris,'99,,4.283,English,Magic Lady - Alley Cats,8259
58c007cf9184900a77a26b91,5,12,Ken Boothe,,Rock on Love,191453,,Love Is Strange,4794
58c007cf9184900a77a26b92,2,9,,,Sexy Ghost,183,English,The Weather Girls - Hit The Road Jack,1476
58c007cf9184900a77a26b93,2,13,,08,Massive Reggae,190,English,Tenor,1477
58c007cf9184900a77a26b94,1,012,Turnstyle,2001,Geek Party,03:46,,Not Diggin It (Geek Party),7481
58c007cf9184900a77a26b95,3,A2,Liam Finn,'08,,,English,Better to Be - I'll Be Lightning,1478
58c007cf9184900a77a26b96,4,1 3,Marco Uccellini,null,Uccellini (2004),2m 46sec,Ita.,013-La Reggiana,1479
58c007cf9184900a77a26b97,3,9,Reeltime Travelers,,,3.299,,Eyes Like Cherries - Reeltime Oldtime String Band Music,6492
58c007cf9184900a77a26b98,1,006,Taavi Peterson & Üdi,2012,Selges eesti keeles,00:00,,Maantee rock (Selges eesti keeles),1480
58c007cf9184900a77a26b99,5,3,DJ Shog,2004,"Future Trance, Volume 28",230880,English,Live 4 Music,1481
58c007cf9184900a77a26b9a,3,17,Сергей Васильевич Рахманинов,'06,,0.521,English,"Rhapsody on a Theme of Paganini, Op. 43: XI. Variation 9: L'stesso tempo (Philadelphia Orchestra feat. conductor: Leopold Stokowski) - His Complete Recordings",1482
58c007cf9184900a77a26b9b,5,14,Daniel Johnston,2010,The Story of an Artist,225000,English,Blue Cloud,1483
58c007cf9184900a77a26b9c,2,4,,01,Tools in the Dryer,385,English,Lambchop - Miss Prissy,1484
58c007cf9184900a77a26b9d,1,005,Multicyde,2001,Multiplicity,04:05,,A Better Day (Multiplicity),6193
58c007cf9184900a77a26b9e,2,4,,03,Under the Waves,306,English,Friends of Dean Martinez - Indian Summer,1485
58c007cf9184900a77a26b9f,4,13,Georg Frierdich Handel,null,"Messiah (Stockholm Bach Choir and Swedish Radio Symphony Orchestra, feat. conductor: Anders Ohrwall) (2001)",2m 42sec,Eng.,013-Pifa / Pifa,1486
58c007cf9184900a77a26ba0,3,12,Hechos contra el decoro,'02,,3.933,Spanish,Think - Disco de apoyo a Thomas Miller-El,280
58c007cf9184900a77a26ba1,2,10,,98,Is This Real,351,English,Sunship - Sun Funk,1487
58c007cf9184900a77a26ba2,1,002,Oneida,2009,Rated O,04:08,,I Will Haunt You (Rated O),8011
58c007cf9184900a77a26ba3,2,12,,98,Der Ring des Nibelungen,145,German,"Richard Wagner - Siegfried: Aufzug III, Szene III. """"Lachend muß ich dich lieben"""" (Brünnhilde, Siegfried)",1488
58c007cf9184900a77a26ba4,1,003,Swallow,2005,Aresco,04:01,,Three Seasons (Aresco),3548
58c007cf9184900a77a26ba5,3,2,Paul Johnson,'99,Get on My Camel,,EngliTsh,Get on My Camel (vocal mix by Major Boys) (feat. Charlotte),1489
58c007cf9184900a77a26ba6,1,003,Wild Marmalade,,Core Duo,03:01,,Sunrise (Core Duo),3928
58c007cf9184900a77a26ba7,1,013,Johann Sebastian Bach,1964,Johannes Passion,03:06,,"Aria: Ach, mein Sinn (Johannes Passion)",2020
58c007cf9184900a77a26ba8,3,2,Alabama 3,,,8.433,English,Power in the Blood - Transfusion,1490
58c007cf9184900a77a26ba9,2,6,,,Home This Year,281,08 English,Virginia Coalition -N Sing Along,8855
58c007cf9184900a77a26baa,3,12,Oscar Y La Fantasía,'06,,4.617,Spanish,Si Vivir Contigo - Salsa Exclusiva,1491
58c007cf9184900a77a26bab,5,4,Ike Quebec,2010,Blue and Sentimental,408973,English,Blues for Charlie,308
58c007cf9184900a77a26bac,2,20,,04,Complete Works for Piano and Cello,42,English,"Ludwig van Beethoven - 7 Variations on “Bei Männern, welche Liebe fühlen”, WoO 46: Variation I",1492
58c007cf9184900a77a26bad,3,5,奥華子,'08,,5.542,Japanese,透明傘 - 恋手紙,8759
58c007cf9184900a77a26bae,1,008,Durutit Column,2005,Amigos em Portugal,02:46,,Lies of Mercy (Amigos em Portugal),4789
58c007cf9184900a77a26baf,4,7,Phil Ochs,null,Greatest Hits (9170),3m 14sec,Eng.,007-Ten  Cents a Coup,1493
58c007cf9184900a77a26bb0,1,056,幡谷尚史,2010,MEGA DRIVEE LAST ACTION HEROES,00:10,,FUU... (GAME OVER) (MEGA DRIVE LAST ACTION HEROES),719
58c007cf9184900a77a26bb1,5,12,Paul Collins,2010,King Of Power Pop!,220000,Englsish,The Is America,1494
58c007cf9184900a77a26bb2,5,2,Rockabye Baby!,2007,Lullaby Renditions of Bob Marley,340640,English,"No Women, No Cry",7173
58c007cf9184900a77a26bb3,4,1,Genesis,null,Archive #2 19761992 (2000),5m 58sec,Eng.,Invisible Touch 12,1495
